player_id,name,nationality,is_indian,is_overseas,is_batsman,is_bowler,is_allrounder,is_wicketkeeper,is_opener,is_finisher,is_anchor,is_aggressive_batter,bats_left,bats_right,bowls_fast,bowls_spin,bowls_medium,is_death_bowler,is_powerplay_bowler,is_economy_bowler,played_csk,played_mi,played_rcb,played_kkr,played_dc,played_srh,played_rr,played_pbks,played_gt,played_lsg,is_captain,won_ipl_title,has_orange_cap,has_purple_cap,is_international_star,is_early_era,is_mid_era,is_recent_era,is_match_winner,is_famous_for_sixes,is_death_specialist,is_consistent_performer
marco-jansen,Marco Jansen,South Africa,0,1,0.4,0.8,0.4,0,0,0.4,0,0.3,1,0,1,0,0,0.7,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6,0,0.3,1,0.6,0.4,0.5,0.6
haris-rauf,Haris Rauf,Pakistan,0,1,0,0.8,0,0,0,0,0,0,0,1,1,0,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.3,1,0.5,0,0.6,0.5
babar-azam,Babar Azam,Pakistan,0,1,1,0,0,0,1,0.2,0.7,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3,1,0.7,0.4,0.2,0.9
fakhar-zaman,Fakhar Zaman,Pakistan,0,1,0.8,0.2,0,0,1,0.2,0,0.9,1,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,1,0.7,0.8,0.3,0.6
rohail-nazir,Rohail Nazir,Pakistan,0,1,0.5,0,0,1,0.5,0.3,0.3,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,1,0.3,0.3,0.2,0.3
colin-munro,Colin Munro,New Zealand,0,1,0.8,0.2,0,0,1,0.2,0,0.9,1,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.6,0.8,0.3,0.5
ross-taylor,Ross Taylor,New Zealand,0,1,0.8,0.2,0.1,0,0,0.6,0.4,0.5,0,1,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0.5,0.4,0.3,0.7
martin-guptill,Martin Guptill,New Zealand,0,1,0.8,0.2,0,0,1,0.3,0.3,0.8,0,1,0,0.3,0,0,0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0.6,0.6,0.3,0.6
adam-milne,Adam Milne,New Zealand,0,1,0,0.8,0,0,0,0,0,0,0,1,1,0,0,0.5,0.7,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.3,0.5,0.4,0,0.5,0.4
james-neesham,James Neesham,New Zealand,0,1,0.5,0.7,0.6,0,0,0.6,0,0.6,0,1,1,0,0,0.6,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.3,0.5,0.5,0.5,0.5,0.5
glenn-maxwell,Glenn Maxwell,Australia,0,1,0.8,0.5,0.6,0,0,1,0,1,0,1,0,1,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0.6,0.9
steven-smith,Steven Smith,Australia,0,1,0.9,0.3,0.1,0,0,0.3,0.6,0.4,0,1,0,0.4,0,0,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.5,0.6,0.3,0.2,0.8
marcus-stoinis,Marcus Stoinis,Australia,0,1,0.7,0.7,0.7,0,0,0.7,0,0.8,0,1,1,0,0,0.5,0.5,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,0,0.5,1,0.8,0.8,0.5,0.8
ashton-turner,Ashton Turner,Australia,0,1,0.5,0.3,0.4,0,0,0.6,0.2,0.7,0,1,0,0.3,0,0,0,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4,0,0.3,0.5,0.4,0.4,0.3,0.4
matthew-short,Matthew Short,Australia,0,1,0.6,0.4,0.4,0,1,0.3,0.2,0.6,0,1,0,0.5,0,0,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.3,1,0.4,0.4,0.3,0.4
ryan-ten-doeschate,Ryan ten Doeschate,Netherlands,0,1,0.6,0.5,0.5,0,0,0.5,0.3,0.5,0,1,0,0.5,0,0,0.3,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.4,0.3,0.3,0.4
mohd-shami-pbks,Mohammed Shami,India,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.6,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0.8,1
devendra-bishoo,Devendra Bishoo,West Indies,0,1,0.2,0.8,0,0,0,0,0,0,0,1,0,1,0,0,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.3,0.1,0.4,0.3
samuel-badree,Samuel Badree,West Indies,0,1,0.2,0.8,0,0,0,0,0,0,0,1,0,1,0,0,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.3,0.1,0.4,0.3
roston-chase,Roston Chase,West Indies,0,1,0.6,0.6,0.5,0,0,0.4,0.4,0.4,0,1,0,0.5,0,0,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.3,0.3,0.3,0.4
sheldon-cottrell,Sheldon Cottrell,West Indies,0,1,0,0.8,0,0,0,0,0,0,1,0,1,0,0,0.6,0.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.4,0,0.5,0.4
wayne-parnell,Wayne Parnell,South Africa,0,1,0.3,0.8,0.3,0,0,0.3,0,0.3,1,0,1,0,0,0.5,0.7,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.4,0.2,0.4,0.4
ryan-mclaren,Ryan McLaren,South Africa,0,1,0.4,0.7,0.5,0,0,0.4,0,0.4,0,1,0,0,1,0.5,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.3,0.3,0.4,0.3
albie-morkel,Albie Morkel,South Africa,0,1,0.5,0.7,0.5,0,0,0.5,0,0.6,0,1,1,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.4,0.5,0.4,0.4
morne-morkel,Morne Morkel,South Africa,0,1,0,0.8,0,0,0,0,0,0,0,1,1,0,0,0.8,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.7,0,0,0,0.5,0,0.5,0.5
charl-langeveldt,Charl Langeveldt,South Africa,0,1,0,0.8,0,0,0,0,0,0,0,1,1,0,0,0.5,0.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1,0,0,0.3,0,0.4,0.3
james-faulkner,James Faulkner,Australia,0,1,0.5,0.8,0.6,0,0,0.5,0,0.5,0,1,1,0,0,0.7,0.4,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0,0,0,0.5,0.4,0.5,0.5
ben-cutting,Ben Cutting,Australia,0,1,0.5,0.7,0.5,0,0,0.6,0,0.7,0,1,1,0,0,0.6,0.4,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0,0,0,0.4,0.5,0.4,0.4
george-bailey,George Bailey,Australia,0,1,0.7,0.3,0.2,0,0,0.5,0.4,0.5,0,1,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.4,0.3,0.2,0.5
mitchell-johnson,Mitchell Johnson,Australia,0,1,0.3,0.8,0.2,0,0,0.2,0,0.2,1,0,1,0,0,0.7,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.7,0,0,0,0.5,0.2,0.5,0.5
peter-siddle,Peter Siddle,Australia,0,1,0,0.7,0,0,0,0,0,0,0,1,0,0,1,0.5,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.3,0,0.4,0.3
daniel-christian,Daniel Christian,Australia,0,1,0.5,0.7,0.5,0,0,0.5,0,0.6,0,1,1,0,0,0.5,0.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.4,0.4,0.4,0.4
mohd-asif,Mohammad Asif,Pakistan,0,1,0,0.8,0,0,0,0,0,0,0,1,0,0,1,0.5,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0.3,0,0.3,0.3
abdur-razzak,Abdur Razzak,Bangladesh,0,1,0.2,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.2,0,0.3,0.2
herschelle-gibbs,Herschelle Gibbs,South Africa,0,1,0.8,0.3,0,0,1,0.2,0.3,0.8,0,1,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,0,0,0.6,0.6,0.2,0.6
s-sreesanth,S. Sreesanth,India,1,0,0.2,0.8,0,0,0,0,0,0,0,1,1,0,0,0.5,0.5,0.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5,1,0,0,0.4,0,0.4,0.4
munaf-patel,Munaf Patel,India,1,0,0.2,0.8,0,0,0,0,0,0,0,1,0,0,1,0.5,0.7,0.7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.4,1,0,0,0.3,0,0.4,0.3
rohit-sharma-dc,Rohit Sharma,India,1,0,1,0,0,0,1,0.2,0.5,0.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0.2,1
paul-collingwood,Paul Collingwood,England,0,1,0.6,0.5,0.5,0,0,0.4,0.5,0.4,0,1,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0.4,0.3,0.3,0.4
dimitri-mascarenhas,Dimitri Mascarenhas,England,0,1,0.4,0.6,0.4,0,0,0.4,0,0.5,0,1,0,0,1,0.5,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1,0,0,0.3,0.3,0.3,0.3
angelo-mathews-dc,Angelo Mathews,Sri Lanka,0,1,0.7,0.5,0.6,0,0,0.6,0.4,0.5,0,1,0,0,1,0.4,0.5,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0.5,0.4,0.4,0.6
daren-sammy,Daren Sammy,West Indies,0,1,0.5,0.7,0.6,0,0,0.5,0,0.5,0,1,1,0,0,0.5,0.4,0.5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.6,0,0,0,0.5,0.4,0.4,0.5
harbhajan-singh-mi,Harbhajan Singh,India,1,0,0.3,1,0.2,0,0,0,0,0,0,1,0,1,0,0,0.5,0.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0.3,1,1,0,0,1,0,0.5,1
rohit-sharma-dc2,Rohit Sharma,India,1,0,1,0,0,0,1,0.2,0.5,0.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0.2,1
mitchell-mcclenaghan,Mitchell McClenaghan,New Zealand,0,1,0,0.8,0,0,0,0,0,0,1,0,1,0,0,0.5,0.7,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5,0.5,0.4,0,0.5,0.4
zahir-khan,Zahir Khan,Afghanistan,0,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.2,1,0.3,0,0.4,0.3
noor-ahmad,Noor Ahmad,Afghanistan,0,1,0,0.8,0,0,0,0,0,0,0,1,0,1,0,0,0.4,0.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0.2,1,0.4,0,0.5,0.5
ikram-ali-khil,Ikram Ali Khil,Afghanistan,0,1,0.5,0,0,1,0.5,0.4,0.2,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.2,1,0.3,0.3,0.2,0.3
azmatullah-omarzai,Azmatullah Omarzai,Afghanistan,0,1,0.5,0.7,0.5,0,0,0.5,0,0.6,0,1,1,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.2,1,0.4,0.4,0.4,0.4
